Cargo,Local,Empresa,Descricao,Link,nivel,vaga,cidade,estado,latitude,longitude
engenheiro de dados pleno,"São Paulo, SP",Beijaflore Brasil,Experiência na criação de scripts para tratamento de dados utilizando linguagem em Pyspark;Manutenção e codificação de melhorias em scripts Pyspark que efetuam…,https://tinyurl.com/y3w283kw,pleno,engenheiro de dados,sao paulo, SP,-23.5329,-46.6395
engenheiro de dados,"São Paulo, SP",Conquest One,"Trabalhar junto aos arquitetos de dados e analistas de sistemas dentro de uma metodologia ágil, provendo o pipeline para extração, transformação de carga de…",https://tinyurl.com/y3q5tcl4,senior,engenheiro de dados,sao paulo, SP,-23.5329,-46.6395
analista de dados sr,"Curitiba, PR",Grupo Boticário,"Experiência com modelagem de bases de dados, transacionais e analíticas;Realizar interface com áreas técnicas e de negócios, afim de mapear necessidades e…",https://tinyurl.com/y5dnlcj7,senior,analista de dados,curitiba, PR,-25.4195,-49.2646
analista de dados,"Curitiba, PR",Pontomais,"Para ter um bom desempenho nessa função você precisa de um olhar bem refinado para detalhes, com experiência na função de analista de dados, entendimento de…",https://tinyurl.com/yxcazf2b,senior,analista de dados,curitiba, PR,-25.4195,-49.2646
analista de dados sr,"Curitiba, PR",TAKING,Construção e manutenção de rotinas de ETL; Dashboards em Tableau e/ou DataStudio; Fontes de dados para.Levantamento de requisitos e definição de métricas e…,https://tinyurl.com/yxorsjyy,senior,analista de dados,curitiba, PR,-25.4195,-49.2646
analista de dados jr (data visualization),"Curitiba, PR",MadeiraMadeira,"Entendimento das regras de negócio da área de CX, criação de datasets para uso da área de negócio e montagem de reports executivos.Seguro de Vida Tokio Marine.",https://tinyurl.com/y225548a,senior,analista de dados,curitiba, PR,-25.4195,-49.2646
analista de dados sr (data governance),"Curitiba, PR",MadeiraMadeira,"Interagir com os originadores e consumidores de dados, para analisar e resolver problemas de qualidade de dados.Habilidade de Resolução de Problemas.",https://tinyurl.com/y4nk4mk7,senior,analista de dados,curitiba, PR,-25.4195,-49.2646
analista de dados,"Curitiba, PR",Unilehu,"Interpretar dados de múltiplas bases, analisar os resultados usando técnicas estatísticas; Identificar, analisar e interpretar tendências ou padrões em…",https://tinyurl.com/y6j7zmry,senior,analista de dados,curitiba, PR,-25.4195,-49.2646
cientista de dados,"Curitiba, PR",Solvis,Preparação de dados para os analistas e cientistas de dados;Trabalhar em equipe com analistas e cientistas de dados;Ajuda de custo Home Office.,https://tinyurl.com/y43dmu4o,senior,cientista de dados,curitiba, PR,-25.4195,-49.2646
cientista de dados,"Curitiba, PR",hilab,Somos uma empresa de soluções de tecnologia na área médica.Experiência desde o concebimento até a implantação de projetos de Data Science;,https://tinyurl.com/yxuqlbwc,senior,cientista de dados,curitiba, PR,-25.4195,-49.2646
cientista de dados especialista,"Curitiba, PR",Ewave do Brasil,"Domínio de uma linguagem de programação com foco em análise e manipulação de dados, preferencialmente Python;Experiência com bases de dados NoSQL e SQL;",https://tinyurl.com/y68cs9qb,senior,cientista de dados,curitiba, PR,-25.4195,-49.2646
cientista de dados - bari service,"Curitiba, PR",Banco Bari e Grupo,"Domínio de uma linguagem de programação com foco em análise e manipulação de dados, preferencialmente Python;Experiência com bases de dados NoSQL e SQL;",https://tinyurl.com/y497gwbl,senior,cientista de dados,curitiba, PR,-25.4195,-49.2646
cientista de dados senior,"Curitiba, PR",BRF,"Atua em processos de alta complexidade, identificando oportunidades de melhoria e fazendo sugestões de mudanças.Conhecimento em ferramentas de AutoML.",https://tinyurl.com/y4ewld5b,senior,cientista de dados,curitiba, PR,-25.4195,-49.2646
cientista de dados,"Curitiba, PR",Qexpert,"Entendimento de regras de negócio.Esse banco de talento serve para todos os níveis, desde estagiários até especialistas, focado na área de Ciência de Dados.",https://tinyurl.com/y3r558h3,senior,cientista de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados,"Curitiba, PR",Neodent,"Atuação em projetos de Big Data, preferencialmente na construção de camadas de ingestão de dados e/ou estruturação de dados.A gente faz o mundo sorrir.",https://tinyurl.com/y36kbmoe,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados pl/sr,"Curitiba, PR",TAKING,"Aplicação de regras de negócios e disponibilização nas estruturas de dados.REQUISITOS: -Prática no desenvolvimento de pipelines de dados, fazendo uso de Python…",https://tinyurl.com/y6p8jahf,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
estagio - engenheiro de dados,"Curitiba, PR",ROIT,Desenvolvimento de Pipelines de ETL.Sustentação de bancos e etls.Iniciamos nosso dia com uma Daily com todos os Roiters para alinharmos expectativas e trazer…,https://tinyurl.com/y58dmcy7,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados pl,"Curitiba, PR",Grupo Boticário,"Desenvolver estratégias de aquisição de dados (históricos e online), recuperação de informação, implementação de pipelines de processamentos de dados e…",https://tinyurl.com/y2ognb8g,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados,"Curitiba, PR",Delivery Center,Acompanhamento de terceirizações referentes a iniciativas e projetos de engenharia de dados;Preparação de dados para os analistas e cientistas de dados;,https://tinyurl.com/y2c8xct5,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados senior,"Curitiba, PR",Logcomex,"Desenvolver, construir, testar e manter as arquiteturas dos bancos de dados e sistemas de processamento de dados em tempo real e de forma distribuída;",https://tinyurl.com/yy5vq67o,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados senior,"Curitiba, PR",Ewave do Brasil,"Construir fluxos de ETL, desde o mapeamento das fontes de dados e sistemas legados, até o tratamento e aplicação de regras de negócios e disponibilização nas…",https://tinyurl.com/yxljro63,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados - bari service,"Curitiba, PR",Banco Bari e Grupo,"Construir fluxos de ETL, desde o mapeamento das fontes de dados e sistemas legados, até o tratamento e aplicação de regras de negócios e disponibilização nas…",https://tinyurl.com/y2nejsjr,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados,"Curitiba, PR",Trackmob,"Experiência com arquiteturas com grande volume de dados;Desenvolver, construir, testar e manter arquiteturas de dados;",https://tinyurl.com/y5qv3uar,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
engenheiro de dados sr,"Curitiba, PR",LogComex,"Desenvolver, construir, testar e manter as arquiteturas dos bancos de dados e sistemas de processamento de dados em tempo real e de forma distribuída;",https://tinyurl.com/y2bzp8t7,senior,engenheiro de dados,curitiba, PR,-25.4195,-49.2646
cientista/analista de dados,"Rio de Janeiro, RJ",Morning Star Consulting,"Limpeza, organização, transformação e armazenamento de dados;Previsão de correlação entre amostras.Classificação de textos em linguagem natural;",https://tinyurl.com/yxp4kmo5,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados sr,"Rio de Janeiro, RJ",B2W Digital,"Facilidade na compreensão de regras de negócio com o objetivo de propor soluções de BI;Extrair, transformar e analisar dados em informações úteis para as áreas…",https://tinyurl.com/y62v7q6m,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados,"Rio de Janeiro, RJ",B2W Digital,Vivência em manipulação de banco de dados (SQL).Facilidade na compreensão de regras de negócio com o objetivo de propor soluções de BI;,https://tinyurl.com/y5h6juup,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados jr,"Rio de Janeiro, RJ",B2W Digital,"Apoiar na disponibilidade dos dados para tomada de decisão, monitorando a execução dos processos automatizados;Nessa equipe você terá a oportunidade de:",https://tinyurl.com/yyqaf8x8,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados senior,"Rio de Janeiro, RJ",EPIMED SOLUTIONS TECNOLOGIA DE INFORMAÇÕES MEDICAS,"Elaborar e promover padrões de nomenclatura/especificação de objetos e de modelagem, organizando e facilitando o entendimento dos modelos de dados;",https://tinyurl.com/y6bm6vow,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados arquitetura de software pleno (remoto),"Rio de Janeiro, RJ",GeekHunter,Auxiliar na definição da arquitetura lógica de banco de dados dos softwares produzidos pela empresa de acordo com as melhores práticas de mercado;,https://tinyurl.com/y2h572x3,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados pleno,"Rio de Janeiro, RJ",B2W Digital,"Conhecimentos básicos em alguma ferramenta de visualização de dados (Power BI, Tableau, Data Studio, etc.).Apoiar na disponibilidade dos dados para tomada de…",https://tinyurl.com/y6a2ff4g,pleno,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados (conteudo e pesquisa),"Rio de Janeiro, RJ",PEBMED,"Responder perguntas de negócio através de consultas SQL ad-hoc, bem como através de análises em planilhas e outras fontes de dados;Então essa vaga é pra você!",https://tinyurl.com/yya9dwpa,senior,analista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados - bv,"Rio de Janeiro, RJ",Buscar Vagas,"Experiência: Mínimo de 06 (seis) anos em desenvolvimentos de projetos de BI/DW e Big data.Conhecimento em linguagens de programação de análise de dados (R,…",https://tinyurl.com/yxamt6yx,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
especialista cientista de dados,"Rio de Janeiro, RJ",Energisa - Recrutamento Externo,"Aplicar técnicas de visualização de dados e de estatística para análise preliminar das diversas e volumosas bases de dados, estruturados ou não estruturados,…",https://tinyurl.com/y4yhnf62,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados ii,"Rio de Janeiro, RJ",PEBMED,Fazer análises exploratórias e construir visualizações de dados para serem consumidas por outras áreas;Domínio de modelos matemáticos e estatísticos para…,https://tinyurl.com/y5y96663,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados,"Rio de Janeiro, RJ",CASA&VIDEO,Desenvolvimento de rotinas e aplicações de análise de dados.Resolver problemas de negócios usando técnicas orientadas por dados;QUAL SERÁ SUA TAREFA NA CASA?,https://tinyurl.com/y3gb9x3q,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados para people analytics,"Rio de Janeiro, RJ",Keyrus Brazil,"Contribuir para tomada de decisão, baseada em dados gerando aumento de eficiência e produtividade via definição e monitoramento de KPIs, comparações com…",https://tinyurl.com/yye487r7,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados,"Rio de Janeiro, RJ",B2W Digital,Tudo isso através de Modelagem de Dados e técnicas de Machine Learning!Realizar forecast de vendas de produtos;Você terá a oportunidade de:,https://tinyurl.com/yxc68tmn,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
pessoa cientista de dados,"Rio de Janeiro, RJ",Passei Direto,Experiência em mineração de dados e facilidade em trabalhar com grandes conjuntos de dados;A Passei Direto está procurando uma Pessoa Cientista de Dados para…,https://tinyurl.com/y6q5v8tr,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
[rj ou sp] cientista de dados senior,"Rio de Janeiro, RJ",RADIX Engenharia e Software,"Liderar equipes técnicas de projeto de ciência de dados.Experiência em análise, limpeza e processamento de dados de dados ruidosos para diversas aplicações;",https://tinyurl.com/y4nuyke8,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
[rj ou sp] cientista de dados junior,"Rio de Janeiro, RJ",RADIX Engenharia e Software,"Experiência em análise, limpeza e processamento de dados de dados ruidosos para diversas aplicações;Experiência com deployment de modelos e principais…",https://tinyurl.com/y4rcz6bm,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados,"Rio de Janeiro, RJ",brMalls,Conhecimento de integração de dados batch e real time;Utilizar e evoluir a Metodologia de TI para entrega de demandas;,https://tinyurl.com/yyeuawpk,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados,"Rio de Janeiro, RJ",HOLDEN Recruiting Talents,"Conhecimento: cálculo, álgebra linear, estatística, banco de dados, plataformas cloud para ciência de dados;Contratação CLT + pacote completo de benefícios em…",https://tinyurl.com/y3vln6a6,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
grupo soma | cientista de dados senior - somalabs,"Rio de Janeiro, RJ",GRUPO SOMA,Validação de dados e regras junto a área de negócios.Habilidades avançadas de SQL - confortável trabalhando com conjuntos de dados grandes;,https://tinyurl.com/y6rrb2xr,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados sr,"Rio de Janeiro, RJ",Fox Human Capital,":: Liderar projetos que envolvam o uso de inteligência artificial e Machine Learning, expandindo a cultura de decisões baseadas em dados na empresa;",https://tinyurl.com/y54t5y6z,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
cientista de dados,"Rio de Janeiro, RJ",FGV - Fundação Getulio Vargas,Conhecimento de banco de dados não estruturados e estruturados (SQL/NoSQL);Conhecimento de técnicas de modelagens estatísticas e machine learning;,https://tinyurl.com/y4mesdg3,senior,cientista de dados,rio de janeiro, RJ,-22.9129,-43.2003
engenheiro(a) de machine learning - chatbot | big data & ai,"Rio de Janeiro, RJ",Globo,"Possibilidade de impactar positivamente a vida de milhares de usuários;Trabalhamos com uma variedade de tecnologias e linguagens para atingir nossos objetivos,…",https://tinyurl.com/y6y3qdvk,sem informacao,engenheiro de machine learning,rio de janeiro, RJ,-22.9129,-43.2003
engenheiro(a) de machine learning - chatbot | big data & ai,"Rio de Janeiro, RJ",Grupo Globo,"Possibilidade de impactar positivamente a vida de milhares de usuários;Trabalhamos com uma variedade de tecnologias e linguagens para atingir nossos objetivos,…",https://tinyurl.com/yy7gdl37,sem informacao,engenheiro de machine learning,rio de janeiro, RJ,-22.9129,-43.2003
especialista engenheiro de dados,"Rio de Janeiro, RJ",Energisa - Recrutamento Externo,"Construir, otimizar e executar scripts de atualização de dados de forma performática;Garantir as melhores práticas de modelagem e persistência de dados;",https://tinyurl.com/yxqyra3y,senior,engenheiro de dados,rio de janeiro, RJ,-22.9129,-43.2003
engenheiro de dados,"Rio de Janeiro, RJ",Sys Manager,Se você é da área de tecnologia e está em busca de novos desafios!Conhecimento em Cloud (AWS ou Google ou Azure) e containers; Mascaramento e anonimização de…,https://tinyurl.com/y6tzgo43,senior,engenheiro de dados,rio de janeiro, RJ,-22.9129,-43.2003
engenheiro de dados ii,"Rio de Janeiro, RJ",PEBMED,"Conhecimentos sólidos de banco de dados, padrões e casos de uso;Construir códigos e scripts de limpeza e tratamento de dados, deduplicação, ajuste de missing…",https://tinyurl.com/y4cu6s3h,senior,engenheiro de dados,rio de janeiro, RJ,-22.9129,-43.2003
engenheiro de dados,"Rio de Janeiro, RJ",Morning Star Consulting,"Responsável pelo ciclo completo de uma aplicação de BI;Realizar o processo de ETL, criação de Data Marts e os integrando em um Data Warehouse e visualização…",https://tinyurl.com/y3h9uylj,senior,engenheiro de dados,rio de janeiro, RJ,-22.9129,-43.2003
engenheiro de dados senior,"Rio de Janeiro, RJ",Robert Half,"Desenvolvimento de pipelines de dados, armazenamento e catálogo de dados;Experiência em levantamento de dados e arquitetura de sistemas...",https://tinyurl.com/y58zvasw,senior,engenheiro de dados,rio de janeiro, RJ,-22.9129,-43.2003
analista de dados,"Maringá, PR",Dicomp Distribuidora,"Apoiar na localização e definição de oportunidades de melhoria de processos.Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados.",https://tinyurl.com/y36cpaeu,senior,analista de dados,maringa, PR,-23.4205,-51.9333
analista de dados,"Maringá, PR",Dicomp,"Se você tem espírito inovador e busca oportunidades para desenvolver seu potencial em uma empresa de crescimento sólido, nos envie seu currículo, para que o…",https://tinyurl.com/y2jmx5wk,senior,analista de dados,maringa, PR,-23.4205,-51.9333
analista de dados,"Maringá, PR",Transpanorama,Desenvolver consultas em Bancos de Dados para construções de API's e integrações;A Transpanorama tem mais de 30 anos de história e está entre as 10 maiores…,https://tinyurl.com/y622v3yn,senior,analista de dados,maringa, PR,-23.4205,-51.9333
analista de dados,"Belo Horizonte, MG",JUSTWEB TELECOMUNICAÇÕES,"Ter conhecimento de banco de dados.Fazer extração de informações de banco de dados postgresql, mysql, sql, trazer ao excel.Tipo de vaga: Tempo Integral.",https://tinyurl.com/y2n7f9cx,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados ( financeiro )/data analyst (financial),"Belo Horizonte, MG",Hotmart,Experiência em análise de dados para geração de relatórios e acompanhamento dos indicadores da diretoria de Operações Financeiras;.O que esperamos de você?,https://tinyurl.com/yyo4dp4t,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados - qualidade e modelagem de dados/data anal...,"Belo Horizonte, MG",Hotmart,"Contribuir para a arquitetura de processamento de dados e manutenção de nossos pipelines de dados;Complementando suas atividades enquanto analista de dados,…",https://tinyurl.com/yxltwl3q,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados - sap/bi,"Belo Horizonte, MG",LOCALIZA,Experiência de gerenciamento de grandes massas de dados (Big Data).O Exportação de dados a partir de ambiente SAP;Rede de benefícios e descontos Allya.,https://tinyurl.com/yyj9lmn5,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
[seedz] analista de dados- senior,"Belo Horizonte, MG",Seedz,Domínio de bases de dados e linguagem SQL;Atuação em projetos de dados para identificação de padrões e geração de insights;Experiência em PowerBI ou Tableau;,https://tinyurl.com/y4r72kua,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados,"Belo Horizonte, MG",Robbyson,Modelagem de dados e otimização de performance em banco de dados.Desenvolvimento de reports de dados;Conhecimento em linguagem de banco de dados.,https://tinyurl.com/yyr2uy7x,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados power bi pleno,"Belo Horizonte, MG",GeekHunter,Experiência com ferramentas de análise de dados;Análise de dados do cliente e da empresa;Criação de modelos preditivos (desejável conhecimento em R ou outras…,https://tinyurl.com/y2rdy78a,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados | comercio exterior,"Belo Horizonte, MG",GP Cargo,Atribuições: O profissional será responsável pela realização de tratamento e lançamento de dados e insights para análise de cenário financeiro e do negócio…,https://tinyurl.com/yyfx59rb,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados senior (vaga remota),"Belo Horizonte, MG",Carreiras Méliuz,Procuramos uma pessoa analista de dados sênior para nos ajudar a escalar nossas análises e fortalecer nossa cultura data-driven.﻿Vem fazer parte do nosso time?,https://tinyurl.com/y2vzpwyn,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados power bi (remoto),"Belo Horizonte, MG",GeekHunter,"Coleta de dados, desenvolvimento de consultas e elaboração de relatórios e dashboards;Vivência na aplicação de modelos estatísticos em grandes volumes de dados…",https://tinyurl.com/y5xpujps,senior,analista de dados,belo horizonte, MG,-19.9102,-43.9266
cientista de dados,"Belo Horizonte, MG",DTI,Experiência de pelo menos 5 anos em manipulação de conjunto de dados e modelagem;Experiência na criação e utilização de algorítimos e estatísticas avançados de…,https://tinyurl.com/y3rgff7h,senior,cientista de dados,belo horizonte, MG,-19.9102,-43.9266
cientista de dados,"Belo Horizonte, MG",YandexData,"Participar de projetos de ciências de dados com objetivo de construção de modelos preditivos.Resolver problemas e identificar oportunidades por meio de dados,…",https://tinyurl.com/y64hj6rl,senior,cientista de dados,belo horizonte, MG,-19.9102,-43.9266
[belo horizonte] cientista de dados,"Belo Horizonte, MG",RADIX Engenharia e Software,Limpeza e análise estatística de dados;Executar projeto inovador de análise de imagens para prevenção de incidentes em barragen.Plano de Saúde e Odontológico;,https://tinyurl.com/y5xltfl9,senior,cientista de dados,belo horizonte, MG,-19.9102,-43.9266
cientista de dados,"Belo Horizonte, MG",Yellow,Implementação de técnicas de visualização de dados.Compreensão de gerenciamento e análise de dados.Conhecimento generalista de tecnologia de voltada à…,https://tinyurl.com/y2bukzyz,senior,cientista de dados,belo horizonte, MG,-19.9102,-43.9266
engenheiro de dados,"Belo Horizonte, MG",LOCALIZA,"Experiência de gerenciamento de grandes massas de dados (Big Data);Como parte de nossa estratégia de transformação digital, estamos em um processo de migração…",https://tinyurl.com/y523ya2d,senior,engenheiro de dados,belo horizonte, MG,-19.9102,-43.9266
engenheiro de dados senior,"Belo Horizonte, MG",Inklua Servicos Para Inclusao de Pcd Ltda,Atividades: Definir e manipular a arquitetura de dados da área de Business Intelligence (BI); Construir e gerenciar pipelines confiáveis de dados envolvendo…,https://tinyurl.com/y6mom35z,senior,engenheiro de dados,belo horizonte, MG,-19.9102,-43.9266
[bh] engenheiro de dados,"Belo Horizonte, MG",RADIX Engenharia e Software,"Transformar de dados (manipulação de dados, estruturação de dados, transformações matemáticas, transformações estruturais, leitura e parse de arquivos - excel,…",https://tinyurl.com/yyop3kp2,senior,engenheiro de dados,belo horizonte, MG,-19.9102,-43.9266
engenheiro de dados,"Belo Horizonte, MG",Yellow,Conhecimento de análise de dados.Implementação de técnicas de visualização de dados.Desenvolvimento e manutenção de Banco de dados.,https://tinyurl.com/yynyh7f4,senior,engenheiro de dados,belo horizonte, MG,-19.9102,-43.9266
analista de dados e negocio (farmaceutico) - bv,"Brasília, DF",Buscar Vagas,"Realizar análise, atualização e manutenção periódica de insumos faturáveis dos materiais e medicamentos, através dos sistemas de estoque e faturamento.",https://tinyurl.com/yxt9ma2s,senior,analista de dados,brasilia, DF,-15.7795,-47.9297
analista de dados olap - dv,"Brasília, DF",Divulga Vagas,Mínimo de 5 (cinco) anos no uso de soluções analíticas(OLAP) Microstrategy e/ou PowerBI; II – Conhecimentos curriculares comprovados de: a) Estruturação de…,https://tinyurl.com/y2wu8a99,senior,analista de dados,brasilia, DF,-15.7795,-47.9297
analista de dados e negocios - asa sul,"Brasília, DF",None,"Responsável por orientar, avaliar e executar procedimentos da área de dados e negócios visando a conformidade de processos de faturamento e atendimento com os…",https://tinyurl.com/y53t8eav,senior,analista de dados,brasilia, DF,-15.7795,-47.9297
analista de dados e negocios,"Brasília, DF",None,"Atividades: Responsável por orientar, avaliar e executar procedimentos da área de dados e negócios visando a conformidade de processos de faturamento e…",https://tinyurl.com/y5z37jwg,senior,analista de dados,brasilia, DF,-15.7795,-47.9297
analista de dados e negocios - brasilia - df,"Brasília, DF",Líder e Gestão,"Atividades: Responsável por orientar, avaliar e executar procedimentos da área de Dados e Negócios visando a conformidade de processos de faturamento e…",https://tinyurl.com/y5zu6b7n,senior,analista de dados,brasilia, DF,-15.7795,-47.9297
analista de dados epidemiologicos - dv,"Brasília, DF",Divulga Vagas,"Atividades: Realizar análise de informações em saúde, leitura e codificação de prontuário, validação de banco de dados, análise de relatórios, entre outras…",https://tinyurl.com/y2d2tr5m,senior,analista de dados,brasilia, DF,-15.7795,-47.9297
analista de dados pleno,"Brasília, DF",Klickpages,"Conhecimento em extração e analise de dados.Será responsável pela criação e gestão de dados em massa, Dashboards, gestão e criação de KPIs com métricas de SaaS…",https://tinyurl.com/y57xnry5,pleno,analista de dados,brasilia, DF,-15.7795,-47.9297
cientista de dados,"Brasília, DF",TECNET IT SERVICES,EXPERIÊNCIA: Mínima de 5 (cinco) anos no uso de soluções analíticas(OLAP) Microstrategy e/ou PowerBI; II – Conhecimentos curriculares comprovados de: a)…,https://tinyurl.com/y4oahdkc,senior,cientista de dados,brasilia, DF,-15.7795,-47.9297
cientista de dados - dv,"Brasília, DF",Divulga Vagas,"II – Conhecimentos curriculares comprovados de: a) Banco de dados dimensionais, transacionais e não relacionais (BigData - nosql); b) Modelagem de dados,…",https://tinyurl.com/y5sy7p4u,senior,cientista de dados,brasilia, DF,-15.7795,-47.9297
cientista de dados,"Brasília, DF",CONNECT DF,"Como cientista de dados já experiente, vocês será peça importante no desenvolvimento de modelos analíticos inovadores cumprindo as tarefas de :",https://tinyurl.com/y5y8fxof,senior,cientista de dados,brasilia, DF,-15.7795,-47.9297
cientista de dados pleno,"Brasília, DF",Ernst & Young,"Conhecimento técnico de infraestruturas de dados (bancos de dados relacionais, não relacionais, etc.) e Big Data.Paixão por dados e pelo negócio.",https://tinyurl.com/y2ngrvlc,senior,cientista de dados,brasilia, DF,-15.7795,-47.9297
cientista de dados senior,"Brasília, DF",Ernst & Young,"Conhecimento técnico de infraestruturas de dados (bancos de dados relacionais, não relacionais, etc.) e Big Data.Paixão por dados e pelo negócio.",https://tinyurl.com/yxubzz8f,senior,cientista de dados,brasilia, DF,-15.7795,-47.9297
engenheiro de dados,"Brasília, DF",Lanlink Informática,Colaborar com a equipe de Ciência de Dados para desenvolver soluções baseadas no ecossistema de dados da Microsoft.Conhecimento em soluções de dados do Azure.,https://tinyurl.com/y533wfaw,senior,engenheiro de dados,brasilia, DF,-15.7795,-47.9297
analista de dados - dv,"Santa Bárbara do Sul, RS",Divulga Vagas,Pano de Saúde Estadual; - Divulga Vagas.Produzir conteúdo para os diversos canais digitais; A combinar - Vale Transporte;,https://tinyurl.com/y2desrtj,senior,analista de dados,santa barbara do sul, RS,-28.3653,-53251.0
analista de dados - excel,"Santana de Parnaíba, SP",Share RH,Realizar integração a de informações em banco de dados;Irá realizar a modelagem de dados dentro do Excel.Estamos à procura de um candidato para preencher esta…,https://tinyurl.com/y6pgdr3a,senior,analista de dados,santana de parnaiba, SP,-23.4439,-46.9178
analista de dados - data sheet,"Santana de Parnaíba, SP",Share RH,Realizar integração de informações em banco de dados;Irá realizar a modelagem de dados dentro do Google Data Sheet.Sólidos conhecimentos em Google Data Sheet;,https://tinyurl.com/yybkjb6x,senior,analista de dados,santana de parnaiba, SP,-23.4439,-46.9178
analista de dados - powerbi,"Santana de Parnaíba, SP",Share RH,Realizar integração de informações em banco de dados;Conhecimento avançado em modelagem de dados e processos de ETL;Irá realizar a modelagem de dados.,https://tinyurl.com/y3lglg2l,senior,analista de dados,santana de parnaiba, SP,-23.4439,-46.9178
analista de dados de produtos de credito pf,"Porto Alegre, RS",Sicredi,"Experiência em extração e manipulação de dados a partir de planilhas e bases de dados;Conhecimento em linguagem de programação de base de dados, como SAS Guide…",https://tinyurl.com/y3jbsm4d,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
estagio – analista de dados – porto alegre – rs - bv,"Porto Alegre, RS",Buscar Vagas,"> Alimentar banco de dados com novas informações;Cursando alguma das áreas: Técnico de Informática, Graduação em: Análise de Sistemas Sistemas de Informação,…",https://tinyurl.com/y4v6zw8y,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados de cartoes,"Porto Alegre, RS",Sicredi,Experiência em extração de dados a partir de planilhas e bases de dados.Extrair e interpretar dados dos produtos de cartões.,https://tinyurl.com/y5hdcgen,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados - data lab,"Porto Alegre, RS",Lojas Renner,Utilizar conhecimento de programação e pensamento analítico para cruzar grandes quantidades de dados de várias fontes e distinguir hipóteses de fatos por meio…,https://tinyurl.com/y4myqcr8,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados senior,"Porto Alegre, RS",Warren,"Conhecimento em banco de dados SQL;Precisamos de pessoas ágeis, que entendam de dados mas também de negócio, que se motivem por grandes desafios e que sejam…",https://tinyurl.com/yyw4bcy7,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados | operacoes de varejo,"Porto Alegre, RS",Lojas Renner,"Criar e manter visualizações interativas avançadas por meio da interpretação e análise de dados, integrando vários componentes de relatórios de várias fontes de…",https://tinyurl.com/y3u6du99,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
